 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                he4           c12           o16           ne20          mg24          si28          s32           ar36 
   1318  9.337636190053E-06  1.882761E-04  7.570259E-06  3.292857E-04  9.115711E-06  1.593477E-03  4.280783E-01  2.712022E-01  8.853274E-02
   1319  9.351067387683E-06  1.883204E-04  7.568491E-06  3.290810E-04  9.109941E-06  1.592422E-03  4.279100E-01  2.711628E-01  8.854069E-02
   1320  9.357634981451E-06  1.883420E-04  7.567627E-06  3.289810E-04  9.107123E-06  1.591907E-03  4.278278E-01  2.711435E-01  8.854456E-02
   1321  9.374632221896E-06  1.883979E-04  7.565392E-06  3.287225E-04  9.099841E-06  1.590575E-03  4.276153E-01  2.710936E-01  8.855454E-02
   1322  9.386700796436E-06  1.884375E-04  7.563808E-06  3.285394E-04  9.094680E-06  1.589631E-03  4.274646E-01  2.710582E-01  8.856159E-02
   1323  9.392819768021E-06  1.884576E-04  7.563005E-06  3.284466E-04  9.092066E-06  1.589153E-03  4.273882E-01  2.710402E-01  8.856515E-02
   1324  9.409097682143E-06  1.885109E-04  7.560872E-06  3.282001E-04  9.085123E-06  1.587884E-03  4.271853E-01  2.709924E-01  8.857459E-02
   1325  9.420557781390E-06  1.885484E-04  7.559372E-06  3.280269E-04  9.080244E-06  1.586992E-03  4.270427E-01  2.709587E-01  8.858120E-02
   1326  9.426464287631E-06  1.885677E-04  7.558599E-06  3.279377E-04  9.077732E-06  1.586533E-03  4.269692E-01  2.709413E-01  8.858459E-02
   1327  9.442416178548E-06  1.886198E-04  7.556514E-06  3.276972E-04  9.070957E-06  1.585294E-03  4.267710E-01  2.708944E-01  8.859373E-02
   1328  9.453617103434E-06  1.886563E-04  7.555052E-06  3.275286E-04  9.066208E-06  1.584426E-03  4.266320E-01  2.708615E-01  8.860011E-02
   1329  9.459412492040E-06  1.886752E-04  7.554295E-06  3.274414E-04  9.063753E-06  1.583977E-03  4.265601E-01  2.708444E-01  8.860341E-02
   1330  9.475197841465E-06  1.887265E-04  7.552238E-06  3.272043E-04  9.057077E-06  1.582757E-03  4.263646E-01  2.707980E-01  8.861234E-02
   1331  9.486271113495E-06  1.887625E-04  7.550796E-06  3.270383E-04  9.052402E-06  1.581903E-03  4.262276E-01  2.707654E-01  8.861858E-02
   1332  9.492012954820E-06  1.887811E-04  7.550049E-06  3.269523E-04  9.049980E-06  1.581460E-03  4.261566E-01  2.707485E-01  8.862180E-02
   1333  9.507630333526E-06  1.888318E-04  7.548019E-06  3.267186E-04  9.043402E-06  1.580258E-03  4.259637E-01  2.707025E-01  8.863054E-02
   1334  9.518576604798E-06  1.888672E-04  7.546597E-06  3.265551E-04  9.038799E-06  1.579417E-03  4.258286E-01  2.706703E-01  8.863663E-02
   1335  9.524265406757E-06  1.888856E-04  7.545859E-06  3.264702E-04  9.036409E-06  1.578980E-03  4.257585E-01  2.706536E-01  8.863978E-02
   1336  9.539688109778E-06  1.889355E-04  7.543859E-06  3.262404E-04  9.029939E-06  1.577798E-03  4.255686E-01  2.706081E-01  8.864831E-02
   1337  9.550488816478E-06  1.889703E-04  7.542460E-06  3.260797E-04  9.025416E-06  1.576971E-03  4.254357E-01  2.705763E-01  8.865425E-02
   1338  9.556116904691E-06  1.889885E-04  7.541731E-06  3.259960E-04  9.023061E-06  1.576541E-03  4.253665E-01  2.705597E-01  8.865734E-02
   1339  9.571324066436E-06  1.890375E-04  7.539765E-06  3.257702E-04  9.016707E-06  1.575380E-03  4.251798E-01  2.705149E-01  8.866564E-02
   1340  9.581965905421E-06  1.890717E-04  7.538390E-06  3.256125E-04  9.012268E-06  1.574569E-03  4.250493E-01  2.704836E-01  8.867143E-02
   1341  9.587527978324E-06  1.890896E-04  7.537672E-06  3.255301E-04  9.009950E-06  1.574146E-03  4.249811E-01  2.704672E-01  8.867444E-02
   1342  9.602509239545E-06  1.891377E-04  7.535739E-06  3.253085E-04  9.003715E-06  1.573007E-03  4.247976E-01  2.704230E-01  8.868253E-02
   1343  9.612987303665E-06  1.891713E-04  7.534389E-06  3.251538E-04  8.999361E-06  1.572211E-03  4.246695E-01  2.703921E-01  8.868817E-02
   1344  9.618481703028E-06  1.891890E-04  7.533681E-06  3.250727E-04  8.997080E-06  1.571795E-03  4.246023E-01  2.703759E-01  8.869111E-02
   1345  9.633239933924E-06  1.892362E-04  7.531782E-06  3.248552E-04  8.990961E-06  1.570677E-03  4.244221E-01  2.703324E-01  8.869899E-02
   1346  9.643559108735E-06  1.892692E-04  7.530456E-06  3.247034E-04  8.986690E-06  1.569897E-03  4.242962E-01  2.703019E-01  8.870447E-02
   1347  9.648988307466E-06  1.892865E-04  7.529758E-06  3.246236E-04  8.984444E-06  1.569487E-03  4.242300E-01  2.702859E-01  8.870735E-02
   1348  9.663539263906E-06  1.893330E-04  7.527890E-06  3.244099E-04  8.978434E-06  1.568389E-03  4.240528E-01  2.702430E-01  8.871503E-02
   1349  9.673713324748E-06  1.893654E-04  7.526585E-06  3.242607E-04  8.974239E-06  1.567623E-03  4.239291E-01  2.702130E-01  8.872038E-02
   1350  9.679083439746E-06  1.893825E-04  7.525897E-06  3.241821E-04  8.972026E-06  1.567219E-03  4.238638E-01  2.701971E-01  8.872319E-02
   1351  9.693452668104E-06  1.894283E-04  7.524057E-06  3.239718E-04  8.966113E-06  1.566139E-03  4.236893E-01  2.701547E-01  8.873069E-02
   1352  9.703501604381E-06  1.894602E-04  7.522771E-06  3.238250E-04  8.961984E-06  1.565385E-03  4.235674E-01  2.701250E-01  8.873591E-02
   1353  9.708821202976E-06  1.894771E-04  7.522091E-06  3.237473E-04  8.959801E-06  1.564986E-03  4.235029E-01  2.701093E-01  8.873867E-02
   1354  9.723039530356E-06  1.895222E-04  7.520275E-06  3.235400E-04  8.953971E-06  1.563922E-03  4.233306E-01  2.700673E-01  8.874601E-02
   1355  9.732986194871E-06  1.895537E-04  7.519005E-06  3.233952E-04  8.949899E-06  1.563179E-03  4.232103E-01  2.700379E-01  8.875112E-02
   1356  9.738264883784E-06  1.895705E-04  7.518332E-06  3.233184E-04  8.947740E-06  1.562785E-03  4.231464E-01  2.700223E-01  8.875383E-02
   1357  9.752364160809E-06  1.896151E-04  7.516535E-06  3.231135E-04  8.941981E-06  1.561733E-03  4.229761E-01  2.699807E-01  8.876103E-02
   1358  9.762231377124E-06  1.896463E-04  7.515278E-06  3.229703E-04  8.937956E-06  1.560998E-03  4.228570E-01  2.699515E-01  8.876604E-02
   1359  9.767478624844E-06  1.896628E-04  7.514611E-06  3.228943E-04  8.935817E-06  1.560608E-03  4.227937E-01  2.699360E-01  8.876870E-02
   1360  9.781488607550E-06  1.897070E-04  7.512829E-06  3.226914E-04  8.930115E-06  1.559567E-03  4.226249E-01  2.698946E-01  8.877578E-02
   1361  9.791297208873E-06  1.897379E-04  7.511583E-06  3.225495E-04  8.926128E-06  1.558839E-03  4.225068E-01  2.698656E-01  8.878071E-02
   1362  9.796521578812E-06  1.897544E-04  7.510919E-06  3.224740E-04  8.924006E-06  1.558452E-03  4.224440E-01  2.698502E-01  8.878333E-02
   1363  9.810468239744E-06  1.897982E-04  7.509150E-06  3.222728E-04  8.918350E-06  1.557420E-03  4.222764E-01  2.698089E-01  8.879029E-02
   1364  9.820236119450E-06  1.898289E-04  7.507912E-06  3.221320E-04  8.914393E-06  1.556698E-03  4.221591E-01  2.697801E-01  8.879515E-02
   1365  9.825444920080E-06  1.898453E-04  7.507252E-06  3.220570E-04  8.912286E-06  1.556313E-03  4.220966E-01  2.697647E-01  8.879773E-02
   1366  9.839349902123E-06  1.898889E-04  7.505492E-06  3.218570E-04  8.906666E-06  1.555287E-03  4.219299E-01  2.697235E-01  8.880460E-02
   1367  9.849091808711E-06  1.899194E-04  7.504260E-06  3.217170E-04  8.902734E-06  1.554570E-03  4.218132E-01  2.696947E-01  8.880939E-02
   1368  9.854291038851E-06  1.899357E-04  7.503603E-06  3.216424E-04  8.900638E-06  1.554187E-03  4.217510E-01  2.696793E-01  8.881194E-02
   1369  9.868171827039E-06  1.899791E-04  7.501850E-06  3.214434E-04  8.895047E-06  1.553167E-03  4.215850E-01  2.696383E-01  8.881873E-02
   1370  9.877899596909E-06  1.900095E-04  7.500622E-06  3.213042E-04  8.891135E-06  1.552453E-03  4.214688E-01  2.696095E-01  8.882346E-02
   1371  9.883094060040E-06  1.900257E-04  7.499967E-06  3.212299E-04  8.889047E-06  1.552073E-03  4.214068E-01  2.695941E-01  8.882598E-02
   1372  9.896964546751E-06  1.900690E-04  7.498219E-06  3.210317E-04  8.883480E-06  1.551057E-03  4.212413E-01  2.695531E-01  8.883268E-02
   1373  9.906687549172E-06  1.900993E-04  7.496995E-06  3.208929E-04  8.879584E-06  1.550346E-03  4.211255E-01  2.695243E-01  8.883736E-02
   1374  9.911881046287E-06  1.901155E-04  7.496342E-06  3.208189E-04  8.877504E-06  1.549967E-03  4.210636E-01  2.695089E-01  8.883985E-02
   1375  9.925752183175E-06  1.901586E-04  7.494598E-06  3.206214E-04  8.871956E-06  1.548955E-03  4.208986E-01  2.694678E-01  8.884648E-02
   1376  9.935477801107E-06  1.901888E-04  7.493376E-06  3.204830E-04  8.868072E-06  1.548246E-03  4.207830E-01  2.694390E-01  8.885111E-02
   1377  9.940673329700E-06  1.902050E-04  7.492724E-06  3.204092E-04  8.865999E-06  1.547868E-03  4.207213E-01  2.694237E-01  8.885358E-02
   1378  9.954553751031E-06  1.902480E-04  7.490982E-06  3.202122E-04  8.860467E-06  1.546859E-03  4.205565E-01  2.693826E-01  8.886014E-02
   1379  9.964287817135E-06  1.902782E-04  7.489762E-06  3.200742E-04  8.856593E-06  1.546152E-03  4.204411E-01  2.693537E-01  8.886472E-02
   1380  9.969487752548E-06  1.902943E-04  7.489111E-06  3.200006E-04  8.854525E-06  1.545775E-03  4.203795E-01  2.693383E-01  8.886716E-02
   1381  9.983384344893E-06  1.903373E-04  7.487371E-06  3.198040E-04  8.849005E-06  1.544769E-03  4.202150E-01  2.692972E-01  8.887365E-02
   1382  9.993131531207E-06  1.903674E-04  7.486153E-06  3.196663E-04  8.845139E-06  1.544064E-03  4.200998E-01  2.692683E-01  8.887819E-02
   1383  9.998337782311E-06  1.903834E-04  7.485502E-06  3.195928E-04  8.843076E-06  1.543687E-03  4.200382E-01  2.692529E-01  8.888061E-02
   1384  1.001225615158E-05  1.904264E-04  7.483764E-06  3.193965E-04  8.837567E-06  1.542683E-03  4.198739E-01  2.692116E-01  8.888704E-02
   1385  1.002202028915E-05  1.904565E-04  7.482545E-06  3.192591E-04  8.833708E-06  1.541979E-03  4.197587E-01  2.691827E-01  8.889153E-02
   1386  1.002723443009E-05  1.904725E-04  7.481895E-06  3.191857E-04  8.831649E-06  1.541604E-03  4.196972E-01  2.691672E-01  8.889393E-02
   1387  1.004117925835E-05  1.905154E-04  7.480157E-06  3.189897E-04  8.826148E-06  1.540601E-03  4.195330E-01  2.691259E-01  8.890030E-02
   1388  1.005096357535E-05  1.905455E-04  7.478939E-06  3.188524E-04  8.822294E-06  1.539898E-03  4.194178E-01  2.690969E-01  8.890475E-02
   1389  1.005618694151E-05  1.905615E-04  7.478289E-06  3.187791E-04  8.820239E-06  1.539523E-03  4.193564E-01  2.690814E-01  8.890712E-02
   1390  1.007016227090E-05  1.906044E-04  7.476552E-06  3.185834E-04  8.814745E-06  1.538522E-03  4.191922E-01  2.690400E-01  8.891344E-02
   1391  1.007996958559E-05  1.906344E-04  7.475333E-06  3.184462E-04  8.810896E-06  1.537820E-03  4.190771E-01  2.690109E-01  8.891785E-02
   1392  1.008520335147E-05  1.906504E-04  7.474683E-06  3.183730E-04  8.808843E-06  1.537446E-03  4.190157E-01  2.689954E-01  8.892020E-02
   1393  1.009921281143E-05  1.906933E-04  7.472945E-06  3.181774E-04  8.803355E-06  1.536445E-03  4.188515E-01  2.689538E-01  8.892646E-02
   1394  1.010904568478E-05  1.907233E-04  7.471727E-06  3.180403E-04  8.799509E-06  1.535744E-03  4.187364E-01  2.689247E-01  8.893083E-02
   1395  1.011429092532E-05  1.907394E-04  7.471077E-06  3.179673E-04  8.797459E-06  1.535371E-03  4.186750E-01  2.689091E-01  8.893316E-02
   1396  1.012833792709E-05  1.907822E-04  7.469338E-06  3.177718E-04  8.791975E-06  1.534371E-03  4.185108E-01  2.688674E-01  8.893936E-02
   1397  1.013819879421E-05  1.908123E-04  7.468119E-06  3.176348E-04  8.788131E-06  1.533671E-03  4.183956E-01  2.688382E-01  8.894370E-02
   1398  1.014345653985E-05  1.908283E-04  7.467469E-06  3.175618E-04  8.786083E-06  1.533297E-03  4.183343E-01  2.688226E-01  8.894600E-02
   1399  1.015754439713E-05  1.908711E-04  7.465729E-06  3.173664E-04  8.780603E-06  1.532299E-03  4.181700E-01  2.687808E-01  8.895215E-02
   1400  1.016743565382E-05  1.909012E-04  7.464508E-06  3.172294E-04  8.776760E-06  1.531598E-03  4.180548E-01  2.687514E-01  8.895645E-02
   1401  1.017270692423E-05  1.909172E-04  7.463858E-06  3.171564E-04  8.774714E-06  1.531226E-03  4.179934E-01  2.687358E-01  8.895873E-02
   1402  1.018683900317E-05  1.909601E-04  7.462117E-06  3.169610E-04  8.769235E-06  1.530227E-03  4.178290E-01  2.686939E-01  8.896483E-02
   1403  1.019676310691E-05  1.909901E-04  7.460895E-06  3.168240E-04  8.765393E-06  1.529527E-03  4.177137E-01  2.686644E-01  8.896910E-02
   1404  1.020204895440E-05  1.910061E-04  7.460244E-06  3.167511E-04  8.763349E-06  1.529155E-03  4.176523E-01  2.686487E-01  8.897136E-02
   1405  1.021622879546E-05  1.910490E-04  7.458501E-06  3.165557E-04  8.757870E-06  1.528156E-03  4.174878E-01  2.686066E-01  8.897741E-02
   1406  1.022618835619E-05  1.910791E-04  7.457277E-06  3.164187E-04  8.754028E-06  1.527456E-03  4.173723E-01  2.685771E-01  8.898164E-02
   1407  1.023148990400E-05  1.910951E-04  7.456626E-06  3.163458E-04  8.751984E-06  1.527084E-03  4.173109E-01  2.685613E-01  8.898388E-02
   1408  1.024572134628E-05  1.911381E-04  7.454880E-06  3.161503E-04  8.746505E-06  1.526086E-03  4.171462E-01  2.685191E-01  8.898988E-02
   1409  1.025571921663E-05  1.911682E-04  7.453655E-06  3.160132E-04  8.742661E-06  1.525386E-03  4.170306E-01  2.684894E-01  8.899407E-02
   1410  1.026103769556E-05  1.911842E-04  7.453003E-06  3.159403E-04  8.740618E-06  1.525013E-03  4.169691E-01  2.684736E-01  8.899630E-02
   1411  1.027532501464E-05  1.912272E-04  7.451254E-06  3.157448E-04  8.735136E-06  1.524015E-03  4.168042E-01  2.684312E-01  8.900225E-02
   1412  1.028536439318E-05  1.912574E-04  7.450026E-06  3.156075E-04  8.731289E-06  1.523314E-03  4.166884E-01  2.684014E-01  8.900641E-02
   1413  1.029070118898E-05  1.912734E-04  7.449374E-06  3.155346E-04  8.729246E-06  1.522942E-03  4.166269E-01  2.683855E-01  8.900862E-02
   1414  1.030504925956E-05  1.913164E-04  7.447621E-06  3.153389E-04  8.723760E-06  1.521943E-03  4.164617E-01  2.683429E-01  8.901452E-02
   1415  1.031513381652E-05  1.913467E-04  7.446391E-06  3.152015E-04  8.719909E-06  1.521242E-03  4.163456E-01  2.683130E-01  8.901865E-02
   1416  1.032049052209E-05  1.913627E-04  7.445737E-06  3.151286E-04  8.717866E-06  1.520870E-03  4.162841E-01  2.682971E-01  8.902084E-02
   1417  1.033490502804E-05  1.914058E-04  7.443981E-06  3.149325E-04  8.712373E-06  1.519869E-03  4.161185E-01  2.682542E-01  8.902670E-02
   1418  1.034503906918E-05  1.914361E-04  7.442747E-06  3.147949E-04  8.708517E-06  1.519167E-03  4.160022E-01  2.682241E-01  8.903080E-02
   1419  1.035041755731E-05  1.914522E-04  7.442092E-06  3.147219E-04  8.706472E-06  1.518795E-03  4.159405E-01  2.682082E-01  8.903297E-02
   1420  1.036490526919E-05  1.914954E-04  7.440330E-06  3.145256E-04  8.700971E-06  1.517793E-03  4.157745E-01  2.681651E-01  8.903879E-02
   1421  1.037509395355E-05  1.915258E-04  7.439093E-06  3.143877E-04  8.697107E-06  1.517090E-03  4.156579E-01  2.681348E-01  8.904286E-02
   1422  1.038049647303E-05  1.915419E-04  7.438437E-06  3.143146E-04  8.695061E-06  1.516717E-03  4.155961E-01  2.681188E-01  8.904501E-02
   1423  1.039506564296E-05  1.915852E-04  7.436669E-06  3.141178E-04  8.689548E-06  1.515713E-03  4.154296E-01  2.680755E-01  8.905079E-02
   1424  1.040531529891E-05  1.916157E-04  7.435427E-06  3.139795E-04  8.685675E-06  1.515008E-03  4.153126E-01  2.680450E-01  8.905483E-02
   1425  1.041074461369E-05  1.916318E-04  7.434769E-06  3.139064E-04  8.683625E-06  1.514635E-03  4.152506E-01  2.680289E-01  8.905697E-02
   1426  1.042540552991E-05  1.916753E-04  7.432994E-06  3.137090E-04  8.678096E-06  1.513629E-03  4.150835E-01  2.679853E-01  8.906271E-02
   1427  1.043572410177E-05  1.917059E-04  7.431746E-06  3.135702E-04  8.674211E-06  1.512921E-03  4.149660E-01  2.679547E-01  8.906674E-02
   1428  1.044118369038E-05  1.917220E-04  7.431086E-06  3.134969E-04  8.672157E-06  1.512548E-03  4.149038E-01  2.679385E-01  8.906886E-02
   1429  1.045594955183E-05  1.917657E-04  7.429303E-06  3.132988E-04  8.666608E-06  1.511538E-03  4.147359E-01  2.678946E-01  8.907457E-02
   1430  1.046634731476E-05  1.917964E-04  7.428048E-06  3.131594E-04  8.662707E-06  1.510828E-03  4.146178E-01  2.678637E-01  8.907857E-02
   1431  1.047184168803E-05  1.918127E-04  7.427385E-06  3.130859E-04  8.660647E-06  1.510453E-03  4.145554E-01  2.678473E-01  8.908068E-02
   1432  1.048672995958E-05  1.918566E-04  7.425591E-06  3.128868E-04  8.655072E-06  1.509438E-03  4.143866E-01  2.678031E-01  8.908636E-02
   1433  1.049722064331E-05  1.918875E-04  7.424328E-06  3.127467E-04  8.651150E-06  1.508724E-03  4.142677E-01  2.677719E-01  8.909035E-02
   1434  1.050275584939E-05  1.919038E-04  7.423662E-06  3.126728E-04  8.649082E-06  1.508348E-03  4.142051E-01  2.677554E-01  8.909244E-02
   1435  1.051779059253E-05  1.919480E-04  7.421854E-06  3.124724E-04  8.643472E-06  1.507327E-03  4.140350E-01  2.677107E-01  8.909811E-02
   1436  1.052839333598E-05  1.919792E-04  7.420580E-06  3.123313E-04  8.639522E-06  1.506608E-03  4.139152E-01  2.676792E-01  8.910209E-02
   1437  1.053397784050E-05  1.919956E-04  7.419910E-06  3.122570E-04  8.637443E-06  1.506230E-03  4.138521E-01  2.676626E-01  8.910417E-02
   1438  1.054919389497E-05  1.920402E-04  7.418084E-06  3.120549E-04  8.631785E-06  1.505201E-03  4.136804E-01  2.676174E-01  8.910984E-02
   1439  1.055993684458E-05  1.920717E-04  7.416797E-06  3.119124E-04  8.627797E-06  1.504475E-03  4.135593E-01  2.675854E-01  8.911381E-02
   1440  1.056558316759E-05  1.920882E-04  7.416121E-06  3.118376E-04  8.625703E-06  1.504094E-03  4.134957E-01  2.675686E-01  8.911589E-02
   1441  1.058103449883E-05  1.921334E-04  7.414271E-06  3.116330E-04  8.619979E-06  1.503053E-03  4.133218E-01  2.675227E-01  8.912156E-02
   1442  1.059196216626E-05  1.921654E-04  7.412965E-06  3.114886E-04  8.615936E-06  1.502318E-03  4.131990E-01  2.674902E-01  8.912555E-02
   1443  1.059769025302E-05  1.921821E-04  7.412280E-06  3.114129E-04  8.613819E-06  1.501932E-03  4.131346E-01  2.674732E-01  8.912763E-02
   1444  1.061337745426E-05  1.922278E-04  7.410407E-06  3.112060E-04  8.608029E-06  1.500879E-03  4.129586E-01  2.674265E-01  8.913331E-02
   1445  1.062449466543E-05  1.922602E-04  7.409081E-06  3.110595E-04  8.603932E-06  1.500134E-03  4.128339E-01  2.673935E-01  8.913732E-02
   1446  1.063030747120E-05  1.922772E-04  7.408388E-06  3.109830E-04  8.601791E-06  1.499745E-03  4.127688E-01  2.673762E-01  8.913940E-02
   1447  1.064612394263E-05  1.923232E-04  7.406504E-06  3.107751E-04  8.595975E-06  1.498687E-03  4.125917E-01  2.673291E-01  8.914505E-02
   1448  1.065734856312E-05  1.923558E-04  7.405168E-06  3.106278E-04  8.591853E-06  1.497937E-03  4.124662E-01  2.672957E-01  8.914903E-02
   1449  1.066321041267E-05  1.923728E-04  7.404471E-06  3.105509E-04  8.589703E-06  1.497546E-03  4.124007E-01  2.672783E-01  8.915110E-02
   1450  1.067910276117E-05  1.924188E-04  7.402582E-06  3.103427E-04  8.583880E-06  1.496487E-03  4.122233E-01  2.672310E-01  8.915670E-02
   1451  1.069039260950E-05  1.924515E-04  7.401241E-06  3.101951E-04  8.579749E-06  1.495736E-03  4.120974E-01  2.671975E-01  8.916065E-02
   1452  1.069628499494E-05  1.924686E-04  7.400542E-06  3.101181E-04  8.577596E-06  1.495345E-03  4.120318E-01  2.671799E-01  8.916270E-02
   1453  1.071222508723E-05  1.925147E-04  7.398652E-06  3.099100E-04  8.571777E-06  1.494287E-03  4.118543E-01  2.671325E-01  8.916823E-02
   1454  1.072355761293E-05  1.925474E-04  7.397310E-06  3.097623E-04  8.567646E-06  1.493536E-03  4.117283E-01  2.670988E-01  8.917214E-02
   1455  1.072947058405E-05  1.925645E-04  7.396610E-06  3.096853E-04  8.565493E-06  1.493144E-03  4.116626E-01  2.670812E-01  8.917417E-02
   1456  1.074544316427E-05  1.926105E-04  7.394721E-06  3.094775E-04  8.559684E-06  1.492088E-03  4.114852E-01  2.670337E-01  8.917963E-02
   1457  1.075680603889E-05  1.926432E-04  7.393378E-06  3.093300E-04  8.555558E-06  1.491338E-03  4.113592E-01  2.669999E-01  8.918349E-02
   1458  1.076273413937E-05  1.926603E-04  7.392678E-06  3.092530E-04  8.553407E-06  1.490947E-03  4.112935E-01  2.669823E-01  8.918550E-02
   1459  1.077873080851E-05  1.927062E-04  7.390791E-06  3.090457E-04  8.547611E-06  1.489893E-03  4.111163E-01  2.669347E-01  8.919089E-02
   1460  1.079011721714E-05  1.927389E-04  7.389448E-06  3.088984E-04  8.543491E-06  1.489145E-03  4.109904E-01  2.669008E-01  8.919470E-02
   1461  1.079605742908E-05  1.927559E-04  7.388749E-06  3.088216E-04  8.541344E-06  1.488754E-03  4.109247E-01  2.668832E-01  8.919668E-02
